Virus,taxonomy,vir.class,Host genome,Host taxonomy,Main method,Confidence score,Additional methods,d,p,c,o,f,g,s,lifestyle
A_S11C469,Caudoviricetes_unclassified_family,Caudoviricetes,M-TSR1-MP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__,iPHoP-RF,86.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Variovorax,s__,temperate
A_S11C5735,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL4-nonMP.8.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__,iPHoP-RF,96.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Giesbergeria,s__,temperate
A_S11C5735,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR19I-MP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__,iPHoP-RF,96.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Giesbergeria,s__,temperate
A_S11C5735,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL4-MP.8.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__,iPHoP-RF,95.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Comamonas,s__,temperate
A_S11C5735,Caudoviricetes_unclassified_family,Caudoviricetes,A-TSR1-nonMP.18.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__,iPHoP-RF,77.3,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Acidovorax,s__,temperate
A_S11C5735,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL2-nonMP.30.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Curvibacter;s__,iPHoP-RF,76.6,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Curvibacter,s__,temperate
A_S11C5843,Caudoviricetes_unclassified_family,Caudoviricetes,A-TN2-MP.14.rename,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA1943;s__,iPHoP-RF,90.1,None,d__Bacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__UBA1943,s__,temperate
A_S11C5843,Caudoviricetes_unclassified_family,Caudoviricetes,S-TN2-W.33.rename,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA1943;s__,iPHoP-RF,88.5,None,d__Bacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__UBA1943,s__,temperate
A_S11C5843,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL4-MP.11.rename,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cypionkella;s__,iPHoP-RF,86.7,None,d__Bacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Cypionkella,s__,temperate
A_S11C5843,Caudoviricetes_unclassified_family,Caudoviricetes,S-TN2-nonMP.18.semibin.rename,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__,iPHoP-RF,83.9,None,d__Bacteria,c__Alphaproteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Tabrizicola,s__,temperate
A_S11C7191,Caudoviricetes_unclassified_family,Caudoviricetes,S-YL4-W.4.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,96.1,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S11C7191,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12I-nonMP.21.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,94.7,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S11C7191,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12D-MP.3.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,94.4,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S11C7191,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR17L-nonMP.9.semibin.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,94.4,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S11C7191,Caudoviricetes_unclassified_family,Caudoviricetes,F-TR17L-MP.1.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,94.4,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S11C7191,Caudoviricetes_unclassified_family,Caudoviricetes,S-TSR1-W.2.semibin.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,92.8,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S11C7191,Caudoviricetes_unclassified_family,Caudoviricetes,A-TC2-nonMP.8.semibin.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,91.1,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S11C7191,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12I-MP.1.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,90.1,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S11C7191,Caudoviricetes_unclassified_family,Caudoviricetes,F-KN5-MP.5.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,88.5,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S11C7191,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL4-MP.4.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,83.3,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S11C7191,Caudoviricetes_unclassified_family,Caudoviricetes,M-DB2-nonMP.15.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,78.5,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S11C7191,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12D-W.8.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,77.3,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S11C74190,Kyanoviridae,Caudoviricetes,M-W-KN5.4.semibin.rename,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__,iPHoP-RF,79,None,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__,temperate
A_S11C8056,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN6-nonMP.7.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__,iPHoP-RF,94.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Hydrogenophaga,s__,virulent
A_S11C8056,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL2-MP.23.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__,iPHoP-RF,93.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Hydrogenophaga,s__,virulent
A_S11C8056,Caudoviricetes_unclassified_family,Caudoviricetes,M-YL4-MP.13.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__,iPHoP-RF,82.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Hydrogenophaga,s__,virulent
A_S11C8453,Caudoviricetes_unclassified_family,Caudoviricetes,M-TR12-nonMP.5.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ramlibacter;s__,iPHoP-RF,87.9,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ramlibacter,s__,temperate
A_S11C8453,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL4-nonMP.13.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,iPHoP-RF,85.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__,s__,temperate
A_S11C8453,Caudoviricetes_unclassified_family,Caudoviricetes,A-TC2-nonMP.13.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Xylophilus;s__,iPHoP-RF,78.3,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Xylophilus,s__,temperate
A_S11C8453,Caudoviricetes_unclassified_family,Caudoviricetes,M-TSR1-MP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__,iPHoP-RF,75.7,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Variovorax,s__,temperate
A_S12C117,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12I-MP.1.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,84.5,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S12C117,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL4-MP.4.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,81.9,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S12C1256,Caudoviricetes_unclassified_family,Caudoviricetes,A-PR7-W.9.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__,iPHoP-RF,79.3,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sphaerotilus,s__,virulent
A_S12C1256,Caudoviricetes_unclassified_family,Caudoviricetes,M-W-PR7.27.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__,iPHoP-RF,79.3,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sphaerotilus,s__,virulent
A_S12C1256,Caudoviricetes_unclassified_family,Caudoviricetes,S-YL2-MP.2.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__,iPHoP-RF,78,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sphaerotilus,s__,virulent
A_S12C1256,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-nonMP.6.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__,iPHoP-RF,76.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sphaerotilus,s__,virulent
A_S12C1256,Caudoviricetes_unclassified_family,Caudoviricetes,M-YL2-MP.10.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__,iPHoP-RF,76.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sphaerotilus,s__,virulent
A_S12C1333,Caudoviricetes_unclassified_family,Caudoviricetes,A-PR7-W.9.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__,iPHoP-RF,88.9,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sphaerotilus,s__,virulent
A_S12C1333,Caudoviricetes_unclassified_family,Caudoviricetes,M-W-PR7.27.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__,iPHoP-RF,84.2,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sphaerotilus,s__,virulent
A_S12C1333,Caudoviricetes_unclassified_family,Caudoviricetes,F-PR7-MP.5.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__,iPHoP-RF,83.6,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sphaerotilus,s__,virulent
A_S12C1333,Caudoviricetes_unclassified_family,Caudoviricetes,M-YL2-MP.10.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__,iPHoP-RF,77.3,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sphaerotilus,s__,virulent
A_S12C1333,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-nonMP.6.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__,iPHoP-RF,75.2,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sphaerotilus,s__,virulent
A_S12C1463,Kyanoviridae,Caudoviricetes,A-TR12D-MP.3.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,94.4,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S12C1463,Kyanoviridae,Caudoviricetes,F-KN5-MP.5.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,92.1,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S12C1463,Kyanoviridae,Caudoviricetes,A-TR12I-MP.1.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,89.5,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S12C1463,Kyanoviridae,Caudoviricetes,A-YL4-MP.4.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,88.9,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S12C1463,Kyanoviridae,Caudoviricetes,A-TR12I-nonMP.21.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,81.9,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S12C1463,Kyanoviridae,Caudoviricetes,M-DB2-nonMP.15.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,80,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S12C1463,Kyanoviridae,Caudoviricetes,F-W-YL4.7.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,79.5,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S12C1463,Kyanoviridae,Caudoviricetes,S-YL4-W.4.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,76.8,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,temperate
A_S12C14869,Caudoviricetes_unclassified_family,Caudoviricetes,M-KN5-MP.26.rename,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__AWTP1-35;s__,iPHoP-RF,79.3,None,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Microtrichaceae,g__AWTP1-35,s__,virulent
A_S12C1554,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL4-MP.4.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,88.5,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,virulent
A_S12C1554,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12B-nonMP.30.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,84.8,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,virulent
A_S12C1554,Caudoviricetes_unclassified_family,Caudoviricetes,F-TR17L-MP.1.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,81.1,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,virulent
A_S12C1554,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12I-MP.1.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,80,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,virulent
A_S12C1554,Caudoviricetes_unclassified_family,Caudoviricetes,A-IN2-nonMP.7.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,78.7,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,virulent
A_S12C1554,Caudoviricetes_unclassified_family,Caudoviricetes,S-YL4-W.4.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,78.5,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,virulent
A_S12C1554,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12I-W.2.semibin.rename,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,iPHoP-RF,76.4,None,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__,virulent
A_S12C1723_1,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR19I-MP.0.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__,iPHoP-RF,84.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Giesbergeria,s__,temperate
A_S12C1723_1,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL4-nonMP.8.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__,iPHoP-RF,83.3,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Giesbergeria,s__,temperate
A_S12C1812,Caudoviricetes_unclassified_family,Caudoviricetes,A-IN2-W.25.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__,iPHoP-RF,77.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Limnohabitans_A,s__,temperate
A_S12C1812,Caudoviricetes_unclassified_family,Caudoviricetes,A-TR12D-nonMP.2.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__,iPHoP-RF,75.2,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Limnohabitans_A,s__,temperate
A_S12C1812,Caudoviricetes_unclassified_family,Caudoviricetes,S-TR12B-W.7.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__,iPHoP-RF,75.2,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Limnohabitans_A,s__,temperate
A_S12C1936,Caudoviricetes_unclassified_family,Caudoviricetes,A-YL4-nonMP.8.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Giesbergeria;s__,iPHoP-RF,88.5,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Giesbergeria,s__,virulent
A_S12C1967,Caudoviricetes_unclassified_family,Caudoviricetes,S-YL2-MP.2.semibin.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__,iPHoP-RF,94.1,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sphaerotilus,s__,temperate
A_S12C1967,Caudoviricetes_unclassified_family,Caudoviricetes,M-TN2-nonMP.6.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__,iPHoP-RF,93.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sphaerotilus,s__,temperate
A_S12C1967,Caudoviricetes_unclassified_family,Caudoviricetes,M-YL2-MP.10.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__,iPHoP-RF,92.4,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sphaerotilus,s__,temperate
A_S12C1967,Caudoviricetes_unclassified_family,Caudoviricetes,F-PR7-MP.5.rename,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sphaerotilus;s__,iPHoP-RF,90.8,None,d__Bacteria,c__Gammaproteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Sphaerotilus,s__,temperate
